MC simulation,P&L of the portfolio,0
path1,-18689.2,0
path2,-17988,0
path3,-17653.4,0
path4,-16509.1,0
path5,-16429.9,0
path6,-16389,0
path7,-15621,0
path8,-15445.1,0
path9,-15339.9,0
path10,-15267.7,0
path11,-15266.3,0
path12,-15244.5,0
path13,-14721.5,0
path14,-14649.4,0
path15,-14556.6,0
path16,-14390.6,0
path17,-13988,0
path18,-13783.1,0
path19,-13768.6,0
path20,-13569,0
path21,-13490,0
path22,-13405.1,0
path23,-13220.4,0
path24,-13219.8,0
path25,-13215.9,0
path26,-12920.8,0
path27,-12902.1,0
path28,-12818,0
path29,-12816.3,0
path30,-12784.4,0
path31,-12557.7,0
path32,-12085.1,0
path33,-12043.3,0
path34,-12012.1,0
path35,-11989.8,0
path36,-11976.6,0
path37,-11968.9,0
path38,-11923,0
path39,-11909.1,0
path40,-11871.5,0
path41,-11870.6,0
path42,-11842.1,0
path43,-11620.3,0
path44,-11570.6,0
path45,-11511.8,0
path46,-11503.2,0
path47,-11454.9,0
path48,-11325.5,0
path49,-11261.8,0
path50,-11223.3,0
path51,-11216.8,0
path52,-11208.1,0
path53,-11183.1,0
path54,-11101.1,0
path55,-11098.3,0
path56,-11075.5,0
path57,-11049.7,0
path58,-11037.5,0
path59,-10909.4,0
path60,-10904.1,0
path61,-10880,0
path62,-10825.4,0
path63,-10713.1,0
path64,-10652.4,0
path65,-10650.3,0
path66,-10650.2,0
path67,-10603.4,0
path68,-10593.6,0
path69,-10554.8,0
path70,-10515.1,0
path71,-10406.4,0
path72,-10336.1,0
path73,-10296.3,0
path74,-10231.7,0
path75,-10229.4,0
path76,-10226.3,0
path77,-10174.8,0
path78,-10157.1,0
path79,-10122.1,0
path80,-10038.8,0
path81,-9986.24,0
path82,-9977.19,0
path83,-9932.91,0
path84,-9885.65,0
path85,-9862.64,0
path86,-9739.39,0
path87,-9736.18,0
path88,-9700.26,0
path89,-9642.15,0
path90,-9579.36,0
path91,-9551.83,0
path92,-9510.09,0
path93,-9507.58,0
path94,-9496.76,0
path95,-9473.78,0
path96,-9463.91,0
path97,-9418.35,0
path98,-9415.36,0
path99,-9383.99,0
path100,-9364.33,0
path101,-9358.31,0
path102,-9340.16,0
path103,-9331.19,0
path104,-9218.38,0
path105,-9131.31,0
path106,-9123.88,0
path107,-9066.64,0
path108,-9055.53,0
path109,-9009.59,0
path110,-8973.91,0
path111,-8946.24,0
path112,-8933.53,0
path113,-8853.73,0
path114,-8805.12,0
path115,-8761.89,0
path116,-8687.14,0
path117,-8681.4,0
path118,-8665.75,0
path119,-8654.54,0
path120,-8642.05,0
path121,-8617.22,0
path122,-8614.03,0
path123,-8609.5,0
path124,-8597.44,0
path125,-8593.38,0
path126,-8552.81,0
path127,-8525.03,0
path128,-8478.59,0
path129,-8462.71,0
path130,-8420.27,0
path131,-8413.79,0
path132,-8413.56,0
path133,-8403.53,0
path134,-8382.79,0
path135,-8366.99,0
path136,-8366.71,0
path137,-8333.6,0
path138,-8244.29,0
path139,-8212.99,0
path140,-8210.21,0
path141,-8201.68,0
path142,-8178.05,0
path143,-8172.2,0
path144,-8146.97,0
path145,-8146.93,0
path146,-8120.84,0
path147,-8038.61,0
path148,-8035.91,0
path149,-8030.66,0
path150,-8025.99,0
path151,-7992.06,0
path152,-7967.29,0
path153,-7946.33,0
path154,-7880.95,0
path155,-7804.65,0
path156,-7722,0
path157,-7691.85,0
path158,-7584.91,0
path159,-7427.68,0
path160,-7386.96,0
path161,-7362.15,0
path162,-7353.75,0
path163,-7322.72,0
path164,-7309.76,0
path165,-7236.28,0
path166,-7234.26,0
path167,-7211.05,0
path168,-7200.99,0
path169,-7194.31,0
path170,-7169.07,0
path171,-7165.33,0
path172,-7131.62,0
path173,-7096.34,0
path174,-6941.81,0
path175,-6940.28,0
path176,-6811.55,0
path177,-6801.5,0
path178,-6747.57,0
path179,-6737.96,0
path180,-6703.9,0
path181,-6695.81,0
path182,-6683.79,0
path183,-6681.7,0
path184,-6625.35,0
path185,-6583.59,0
path186,-6546.27,0
path187,-6507.99,0
path188,-6507.02,0
path189,-6485.99,0
path190,-6484.06,0
path191,-6399.65,0
path192,-6241.48,0
path193,-6240.32,0
path194,-6200.76,0
path195,-6171.1,0
path196,-6153.68,0
path197,-6151.13,0
path198,-6134.87,0
