MC simulation,P&L of the portfolio,0
path1,-17984.9,0
path2,-17667.2,0
path3,-17273.1,0
path4,-15449.5,0
path5,-15135.6,0
path6,-14748.4,0
path7,-14515.6,0
path8,-14225.5,0
path9,-14065.4,0
path10,-14051.1,0
path11,-13985.4,0
path12,-13584.3,0
path13,-13469,0
path14,-13417,0
path15,-13258,0
path16,-12857.1,0
path17,-12854.4,0
path18,-12730.4,0
path19,-12547.5,0
path20,-12475.4,0
path21,-12460.7,0
path22,-12460.4,0
path23,-12432,0
path24,-12156,0
path25,-11987.2,0
path26,-11962.8,0
path27,-11880.5,0
path28,-11777.5,0
path29,-11759.8,0
path30,-11754.5,0
path31,-11723.1,0
path32,-11114.7,0
path33,-11113.2,0
path34,-11073.9,0
path35,-11073.8,0
path36,-11068.8,0
path37,-10941.6,0
path38,-10922.7,0
path39,-10905,0
path40,-10792.2,0
path41,-10778.4,0
path42,-10726.4,0
path43,-10538.2,0
path44,-10195.8,0
path45,-10059.3,0
path46,-10054.9,0
path47,-10031.1,0
path48,-9935.39,0
path49,-9837.42,0
path50,-9808.11,0
path51,-9801.49,0
path52,-9771.88,0
path53,-9762.63,0
path54,-9758.83,0
path55,-9732.37,0
path56,-9717.52,0
path57,-9644.9,0
path58,-9628.8,0
path59,-9589.43,0
path60,-9586.11,0
path61,-9543.36,0
path62,-9447.09,0
path63,-9347.41,0
path64,-9329.58,0
path65,-9326.87,0
path66,-9312.1,0
path67,-9266.58,0
path68,-9150.21,0
path69,-9118.14,0
path70,-9097.61,0
path71,-9064.21,0
path72,-8997.07,0
path73,-8969.29,0
path74,-8925.27,0
path75,-8908.01,0
path76,-8849.4,0
path77,-8808.24,0
path78,-8786.91,0
path79,-8781.62,0
path80,-8779.55,0
path81,-8760.03,0
path82,-8755.3,0
path83,-8748.5,0
path84,-8669.31,0
path85,-8655.89,0
path86,-8593.81,0
path87,-8530.36,0
path88,-8517.39,0
path89,-8486.05,0
path90,-8476.86,0
